in_640,in_488,major_length,minor_length,length_ratio,eccentricity,solidity,mean_intensity,max_intensity
True,True,10.864323386157025,9.830446539962491,1.1051708923841794,0.4257572201646208,0.9438202247191011,2396.1428571428573,3813.0
True,True,10.84324978995637,10.460861106691087,1.0365542252210147,0.2632235609257568,0.9368421052631579,3396.5393258426966,5400.0
True,True,11.824802839571564,9.547211342419867,1.238560916175215,0.5900200023592822,0.9565217391304348,2413.2727272727275,3330.0
True,True,10.35844618744998,8.605867761512595,1.2036492382254376,0.5565608896888758,0.9459459459459459,2645.8142857142857,4032.0
True,True,10.16166482557721,7.760708812426485,1.3093732876837962,0.645542737217015,1.0,2377.532258064516,3226.0
True,True,13.889609545163914,10.349550012362942,1.3420496074855173,0.6669204341306225,0.9411764705882353,2893.1160714285716,4255.0
True,True,9.646615898870374,7.673083754508623,1.2572019535991779,0.6060623339966988,0.9666666666666667,2644.5689655172414,3891.0
True,True,10.274071962221651,9.417535915047674,1.0909511834083754,0.3997337415564084,0.9620253164556962,2268.0263157894738,3089.0
True,True,10.258094047491817,9.346217051806557,1.097566424966916,0.412170823810631,0.9375,2532.9066666666668,3899.0
True,True,8.848873751632,6.806073474479188,1.3001437277765642,0.6390734259418468,0.9148936170212766,2173.3255813953488,2988.0
True,True,9.938920621631567,9.505188543679834,1.0456310851175927,0.29219015224089356,0.9135802469135802,2427.7972972972975,3808.0
True,True,10.314785597883228,9.462544954569394,1.090064632348367,0.39801986847175846,0.9871794871794872,3539.6493506493507,4864.0
True,True,16.77597686003632,9.665449746899531,1.7356643800316738,0.8173452094947415,0.9051094890510949,3334.8629032258063,5469.0
True,True,18.690383647708185,10.293346280737444,1.8157733277201493,0.8346837605556646,0.9308176100628931,2723.074324324324,4010.0
True,False,4.47213595499958,0.0,447213595.499958,1.0,1.0,1990.75,2089.0
True,False,8.509998766984044,3.082664996437514,2.7605979726024903,0.9320847189679249,0.9545454545454546,3024.190476190476,4115.0
True,False,9.616541025038353,3.1126845937905356,3.0894684971704534,0.9461665196594471,0.96,2535.2916666666665,3327.0
True,False,2.3094010767585034,1.3333333333333333,1.7320507945784966,0.816496580927726,1.0,1401.6666666666667,1531.0
True,False,5.181899763382574,4.041201040002321,1.2822672515586915,0.625943231252129,1.0,1698.235294117647,2217.0
True,False,9.181654432220972,8.646908239098735,1.0618424722128827,0.33628777009951244,0.9538461538461539,2226.1935483870966,3339.0
True,False,7.014174666289113,4.806001461410962,1.4594616144030994,0.7283698582158596,1.0,1778.962962962963,1949.0
True,False,18.85357965071088,7.156899099079954,2.634322401833408,0.9251489652521625,0.6846846846846847,2127.3289473684213,2921.0
True,False,13.908027768296353,7.991137123090809,1.7404316227666852,0.8184553636079908,0.945054945054945,2436.3488372093025,3619.0
True,False,11.143582764588965,9.598832757865889,1.1609310250611355,0.5079651585318294,0.9540229885057471,1888.3373493975903,2644.0
True,False,3.265986323710904,2.0,1.6329931536904863,0.7905694150420949,1.0,1574.0,1779.0
True,False,18.813228575185857,12.74463099706101,1.4761689502632607,0.7355879517587025,0.890625,2915.719298245614,4450.0
True,False,9.251303561253824,8.287610845632377,1.116281124006505,0.4443935131073551,0.9230769230769231,1890.7166666666667,2364.0
True,False,7.827426343674393,4.087006123872872,1.9151980905536534,0.8528602796043082,0.8888888888888888,1609.2916666666667,2004.0
False,True,8.442018366723774,6.26756139945182,1.346938277141211,0.6699297262659092,0.9302325581395349,22636.05,46092.0
False,True,3.265986323710904,2.0,1.6329931536904863,0.7905694150420949,1.0,10090.0,10742.0
False,True,5.271572221283754,4.5005385950383054,1.17132029828214,0.5207037318817048,1.0,15326.368421052632,24979.0
False,True,8.658287796313425,7.605959537333033,1.1383557514908667,0.4778158853860078,0.9629629629629629,20655.134615384617,36371.0
False,True,14.265475884675887,7.2517549729132105,1.9671756586217548,0.861154679817985,0.8953488372093024,23712.064935064936,53833.0
False,True,9.392585346495833,8.68154273495165,1.081902793366727,0.38167291497830025,0.9411764705882353,22746.5625,44309.0
False,True,26.180942576614623,10.986882446574704,2.3829273390421664,0.907685120513413,0.8162393162393162,39378.86910994764,65535.0
True,True,10.047991337113642,8.887569436997522,1.1305668436164111,0.46651734126740396,0.9459459459459459,3008.9857142857145,4125.0
True,True,12.364096801978992,9.643594859293868,1.2821045439546057,0.6258199015668717,0.9489795918367347,2347.3440860215055,3445.0
True,True,10.384788695232235,8.700614838613284,1.193569520766383,0.5459419543387184,0.9594594594594594,2738.056338028169,4411.0
